210800560,750,,,,,,1200,,,Food and Overtime Allowance,25
210800569,750,,,,,,1200,,,Food and Overtime Allowance,25
230300921,700,,,,,,1200,,,Food and Overtime Allowance,25
210800573,400,,,,,,1200,,,Food and Overtime Allowance,25
220100634,800,,,,,,1200,,,Food and Overtime Allowance,25
220100660,800,,,,,,1000,,,Food and Overtime Allowance,25
220300689,800,,,,,,1200,,,Food and Overtime Allowance,25
190200388,800,,,,,,1000,,,Food and Overtime Allowance,25
230700975,600,,,,,,1200,,,Food and Overtime Allowance,25
220700738,800,,,,,,800,,,Food and Overtime Allowance,25
220700741,800,,,,,,800,,,Food and Overtime Allowance,25
210500519,600,,,,,,1000,,,Food and Overtime Allowance,25
230100885,750,,,,,,1200,,,Food and Overtime Allowance,25
210800577,700,,,,,,800,,,Food and Overtime Allowance,25
210600539,800,,,,,,1000,,,Food and Overtime Allowance,25
230300913,800,,,,,,800,,,Food and Overtime Allowance,25
210800570,800,,,,,,800,,,Food and Overtime Allowance,25
210800562,750,,,,,,800,,,Food and Overtime Allowance,25
210800561,800,,,,,,800,,,Food and Overtime Allowance,25
170400139,800,,,,,,800,,,Food and Overtime Allowance,25
220100631,800,,,,,,800,,,Food and Overtime Allowance,25
220600719,800,,,,,,800,,,Food and Overtime Allowance,25
220700720,800,,,,,,800,,,Food and Overtime Allowance,25
220800758,600,,,,,,800,,,Food and Overtime Allowance,25
220800759,800,,,,,,800,,,Food and Overtime Allowance,25
220800765,600,,,,,,800,,,Food and Overtime Allowance,25
220800768,750,,,,,,800,,,Food and Overtime Allowance,25
221000806,600,,,,,,800,,,Food and Overtime Allowance,25
220200669,750,,,,,,800,,,Food and Overtime Allowance,25
220300687,800,,,,,,800,,,Food and Overtime Allowance,25
221000829,500,,,,,,800,,,Food and Overtime Allowance,25
190900422,800,,,,,,800,,,Food and Overtime Allowance,25
220900797,800,,,,,,800,,,Food and Overtime Allowance,25
221200864,750,,,,,,800,,,Food and Overtime Allowance,25
230500937,700,,,,,,800,,,Food and Overtime Allowance,25
230600970,800,,,,,,800,,,Food and Overtime Allowance,25
180700289,750,,,,,,1000,,,Food and Overtime Allowance,25
180700301,600,,,,,,1200,,,Food and Overtime Allowance,25
240101019,800,,,,,,1200,,,Food and Overtime Allowance,25
220800764,700,,,,,,800,,,Food and Overtime Allowance,25
180900325,750,,,,,,1000,,,Food and Overtime Allowance,25
161200056,800,,,,,,1500,,,Food and Overtime Allowance,25
160700033,467,,,,,,,,,Food Allowance,25
210900580,533,,,,,,,,,Food Allowance,25
190200392,400,,,,,,,,,Food Allowance,25
191000427,433,,,,,,,,,Food Allowance,25
170100073,467,,,,,,,,,Food Allowance,25
200100446,167,,,,,,,,,Food Allowance,25
220200671,240,,,,,,,,,Food Allowance,25
220200674,2440,,,,,,,,,Food Allowance,25
160100015,2000,960,,,,,,,,Food and Conveyance Allowance,25
221000808,2440,,,,,,,,,Food Allowance,25
220900788,2000,,,,,,,,,Food Allowance,25
221100856,2240,240,,,,,,,,Food and Conveyance Allowance,25
230300922,2440,,,,,,,,,Food Allowance,25
230400928,2000,480,,,,,,,,Food and Conveyance Allowance,25
180600282,4555,680,,,,,,,,Food and Conveyance Allowance,25
190300405,1200,1340,,5000,,,,,,"Food, Conveyance and Health Allowance",25
180100252,2400,880,,,,,,,,Food and Conveyance Allowance,25
200900467,1440,220,,,,,,,,Food and Conveyance Allowance,25
160500022,1440,600,,,,,,,,Food and Conveyance Allowance,25
160400020,2040,370,,,,,,,,Food and Conveyance Allowance,25
180700288,1680,2110,,,,,,,,Food and Conveyance Allowance,25
180900313,1320,1080,,,,,,,,Food and Conveyance Allowance,25
220300684,2160,,,,,,,,,Food Allowance,25
220500699,1200,200,,,,,,,,Food and Conveyance Allowance,25
220500701,1200,180,,,,,,,,Food and Conveyance Allowance,25
230100887,1440,400,,,,,,,,Food and Conveyance Allowance,25
231001001,2160,,,,,,,,,Food Allowance,25
231101003,2280,,,,,,,,,Food Allowance,25
240501046,1560,,,,,,,,,Food Allowance,25
240501047,2400,,,,,,,,,Food Allowance,25
231101007,2160,,,,,,,,,Food Allowance,25
221200863,1200,320,,,,,,,,Food and Conveyance Allowance,25
210200499,,,,5000,,,,,,Health Allowance,25
240301031,4560,,,,,,,,,Food Allowance,25
231201014,4320,8530,,,,,,,,Food and Conveyance Allowance,25
170200102,210,,,,1316,450,,,,"Food, Fuel and Others Allowance",25
230500939,600,410,,,,,,,,Food and Conveyance Allowance,25
